 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  1.397467E-79  1.161117E-79  9.652208E-80  7.882025E-80  6.533293E-80  5.409539E-80  4.434655E-80  3.653425E-80
  2.999589E-80  2.468579E-80  2.026597E-80  1.664778E-80  1.369549E-80  1.129386E-80  9.293558E-81  7.721106E-81
  6.391960E-81  5.287626E-81  4.405545E-81  3.642240E-81  3.051898E-81  2.523017E-81  2.114878E-81  1.758454E-81
  1.472219E-81  1.241466E-81  1.037233E-81  8.672978E-82  7.342605E-82  6.218923E-82  5.195513E-82  4.416302E-82
  3.728520E-82  3.164840E-82  2.677876E-82  2.258731E-82  1.925676E-82  1.637274E-82  1.392367E-82  1.175090E-82
  1.010593E-82  8.663506E-83  7.319600E-83  6.277807E-83  5.370402E-83  4.616811E-83  3.918648E-83  3.390658E-83
  2.894350E-83  2.516031E-83  2.154072E-83  1.839825E-83  1.592026E-83  1.372943E-83  1.182333E-83  1.017020E-83
  8.855200E-84  7.637540E-84  6.639702E-84  5.677386E-84  4.980924E-84  4.300110E-84  3.729512E-84  3.249934E-84
  2.807729E-84  2.453316E-84  2.136425E-84  1.859483E-84  1.622759E-84  1.412940E-84  1.232356E-84  1.070743E-84
  9.421100E-85  8.215856E-85  7.177429E-85  6.304910E-85  5.532879E-85  4.862985E-85  4.274086E-85  3.749375E-85
 -0.230000000000002     
  5.227161E-55  1.640569E-56  4.199470E-56  6.730132E-56  1.346922E-55  1.651427E-55  1.790803E-55  1.793696E-55
  1.824405E-55  1.948941E-55  1.576961E-55  1.273529E-55  1.154619E-55  9.552074E-56  8.225683E-56  6.540703E-56
  6.398019E-56  5.958675E-56  5.419680E-56  4.986275E-56  5.094807E-56  5.183171E-56  4.834585E-56  4.641287E-56
  4.518940E-56  4.451070E-56  4.228261E-56  3.630330E-56  3.406647E-56  2.837945E-56  2.566184E-56  2.213463E-56
  1.815272E-56  1.563013E-56  1.228478E-56  9.476549E-57  7.698774E-57  5.764103E-57  4.293655E-57  3.233585E-57
  2.451685E-57  1.720307E-57  1.182250E-57  8.556765E-58  5.493837E-58  3.914808E-58  2.419395E-58  1.629819E-58
  1.033707E-58  6.502766E-59  3.992934E-59  2.399770E-59  1.405476E-59  8.289886E-60  4.744893E-60  2.709662E-60
  1.484032E-60  8.333010E-61  4.284583E-61  2.295246E-61  1.188631E-61  5.925050E-62  2.931894E-62  1.417611E-62
  6.873001E-63  3.253125E-63  1.428614E-63  6.636837E-64  2.797306E-64  1.239078E-64  5.066430E-65  2.104943E-65
  8.691550E-66  3.328499E-66  1.296334E-66  4.775532E-67  1.785419E-67  6.738654E-68  2.432885E-68  9.211411E-69
  3.500784E-69  1.398064E-69  5.730398E-70  2.528546E-70  1.184993E-70  5.960804E-71  3.095219E-71  1.690134E-71
  9.668352E-72  5.723948E-72  3.468327E-72  2.136664E-72  1.364439E-72  8.817864E-73  5.817949E-73  3.844920E-73
  2.659850E-73  1.834363E-73  1.273707E-73  8.831435E-74  6.312214E-74  4.550677E-74  3.282890E-74  2.419995E-74
  1.751824E-74  1.348768E-74  9.968605E-75  7.509957E-75  5.785011E-75  4.476933E-75  3.435509E-75  2.661798E-75
  2.095985E-75  1.652049E-75  1.316331E-75  1.040842E-75  8.460974E-76  6.877863E-76  5.518291E-76  4.494136E-76
  3.767224E-76  3.090087E-76  2.558543E-76  2.153646E-76  1.801519E-76  1.554125E-76  1.292337E-76  1.116090E-76
  9.626513E-77  8.387299E-77  7.275182E-77  6.285610E-77  5.646370E-77  4.933285E-77  4.429027E-77  3.923630E-77
  3.548460E-77  3.218020E-77  2.867377E-77  2.604912E-77  2.387891E-77  2.170048E-77  2.002970E-77  1.800838E-77
  1.670122E-77  1.545834E-77  1.419717E-77  1.292773E-77  1.193146E-77  1.107601E-77  1.017403E-77  9.341246E-78
  8.646781E-78  8.021476E-78  7.419632E-78  6.774747E-78  6.215879E-78  5.710905E-78  5.165740E-78  4.656746E-78
  4.209946E-78  3.799708E-78  3.334913E-78  2.981456E-78  2.592857E-78  2.291472E-78  1.961490E-78  1.719535E-78
  1.475285E-78  1.258135E-78  1.081422E-78  9.030636E-79  7.691860E-79  6.449041E-79  5.411844E-79  4.475377E-79
  3.754416E-79  3.100758E-79  2.576998E-79  2.114404E-79  1.746912E-79  1.444226E-79  1.180251E-79  9.714271E-80
  7.977964E-80  6.574450E-80  5.378526E-80  4.435343E-80  3.660303E-80  3.018088E-80  2.479612E-80  2.062447E-80
  1.704210E-80  1.410062E-80  1.180052E-80  9.749354E-81  8.146544E-81  6.767785E-81  5.668996E-81  4.718435E-81
  3.954958E-81  3.320544E-81  2.792911E-81  2.333957E-81  1.970566E-81  1.672072E-81  1.394066E-81  1.182896E-81
  1.001273E-81  8.499030E-82  7.204109E-82  6.081042E-82  5.179260E-82  4.408190E-82  3.756542E-82  3.178132E-82
  2.718030E-82  2.343255E-82  1.979049E-82  1.699678E-82  1.459189E-82  1.255122E-82  1.062317E-82  9.179655E-83
  7.838523E-83  6.787362E-83  5.820013E-83  4.979367E-83  4.310512E-83  3.738144E-83  3.204348E-83  2.753399E-83
  2.403430E-83  2.068924E-83  1.797460E-83  1.536466E-83  1.349441E-83  1.166760E-83  1.010708E-83  8.803150E-84
  7.626116E-84  6.660370E-84  5.799934E-84  5.050202E-84  4.398746E-84  3.835103E-84  3.347086E-84  2.915849E-84
  2.558229E-84  2.237802E-84  1.956365E-84  1.719805E-84  1.503436E-84  1.326115E-84  1.164116E-84  1.019751E-84
 -0.220000000000002     
  2.044702E-54  6.631081E-56  1.697090E-55  2.708760E-55  5.414681E-55  6.614802E-55  7.129133E-55  7.113984E-55
  7.193001E-55  7.633050E-55  6.138066E-55  4.924593E-55  4.449582E-55  3.667496E-55  3.160674E-55  2.520846E-55
  2.479682E-55  2.328494E-55  2.129564E-55  1.967307E-55  2.012201E-55  2.046353E-55  1.904034E-55  1.818034E-55
  1.762035E-55  1.726230E-55  1.630368E-55  1.387942E-55  1.292242E-55  1.067555E-55  9.575745E-56  8.180149E-56
  6.642712E-56  5.659454E-56  4.406215E-56  3.361188E-56  2.700024E-56  1.998900E-56  1.469990E-56  1.093788E-56
  8.182981E-57  5.662748E-57  3.836272E-57  2.737307E-57  1.731673E-57  1.215733E-57  7.390528E-58  4.902359E-58
  3.056886E-58  1.890059E-58  1.140103E-58  6.728645E-59  3.866114E-59  2.233773E-59  1.253963E-59  7.011654E-60
  3.762673E-60  2.067407E-60  1.039379E-60  5.435526E-61  2.747730E-61  1.336902E-61  6.440253E-62  3.032771E-62
  1.430664E-62  6.586748E-63  2.805284E-63  1.265238E-63  5.173485E-64  2.220090E-64  8.786407E-65  3.526872E-65
  1.412327E-65  5.246159E-66  1.973550E-66  7.086791E-67  2.598915E-67  9.631234E-68  3.476944E-68  1.327305E-68
  5.176615E-69  2.157180E-69  9.273461E-70  4.328230E-70  2.137700E-70  1.123474E-70  6.076369E-71  3.429265E-71
  2.030075E-71  1.227837E-71  7.578643E-72  4.762198E-72  3.102834E-72  2.012430E-72  1.347138E-72  9.037591E-73
  6.259491E-73  4.384275E-73  3.080515E-73  2.134138E-73  1.532911E-73  1.105366E-73  8.154683E-74  5.991123E-74
  4.336935E-74  3.367201E-74  2.508573E-74  1.904506E-74  1.447967E-74  1.130309E-74  8.757646E-75  6.802357E-75
  5.356352E-75  4.244903E-75  3.395571E-75  2.689641E-75  2.185552E-75  1.777123E-75  1.444459E-75  1.184602E-75
  9.803379E-76  8.096641E-76  6.790367E-76  5.711608E-76  4.778492E-76  4.102907E-76  3.427827E-76  2.956789E-76
  2.568449E-76  2.234725E-76  1.939968E-76  1.686255E-76  1.509282E-76  1.312942E-76  1.189488E-76  1.045287E-76
  9.488056E-77  8.617537E-77  7.713948E-77  6.991934E-77  6.433708E-77  5.867984E-77  5.408412E-77  4.895392E-77
  4.556986E-77  4.169112E-77  3.863843E-77  3.557314E-77  3.250244E-77  3.031409E-77  2.784994E-77  2.557113E-77
  2.372238E-77  2.191239E-77  2.022297E-77  1.833421E-77  1.700168E-77  1.558760E-77  1.402263E-77  1.260711E-77
  1.138859E-77  1.028478E-77  8.992077E-78  8.012074E-78  6.983431E-78  6.158701E-78  5.274639E-78  4.610769E-78
  3.922965E-78  3.361323E-78  2.878479E-78  2.398123E-78  2.040799E-78  1.713995E-78  1.437968E-78  1.181469E-78
  9.880432E-79  8.192863E-79  6.795476E-79  5.537282E-79  4.579855E-79  3.787640E-79  3.104397E-79  2.555493E-79
  2.097195E-79  1.724074E-79  1.414805E-79  1.164097E-79  9.590051E-80  7.908299E-80  6.505214E-80  5.406320E-80
  4.484030E-80  3.716002E-80  3.103205E-80  2.568906E-80  2.151133E-80  1.783497E-80  1.497758E-80  1.244522E-80
  1.041687E-80  8.801285E-81  7.359695E-81  6.167988E-81  5.226513E-81  4.419627E-81  3.697161E-81  3.145162E-81
  2.660869E-81  2.254229E-81  1.911582E-81  1.610899E-81  1.375034E-81  1.170462E-81  9.951809E-82  8.423478E-82
  7.230747E-82  6.213788E-82  5.253393E-82  4.520422E-82  3.859275E-82  3.332250E-82  2.827330E-82  2.451052E-82
  2.093771E-82  1.812707E-82  1.555389E-82  1.335746E-82  1.154098E-82  9.996358E-83  8.584871E-83  7.387495E-83
  6.437344E-83  5.549295E-83  4.816570E-83  4.120455E-83  3.616003E-83  3.130910E-83  2.705699E-83  2.363726E-83
  2.046017E-83  1.787839E-83  1.549265E-83  1.353519E-83  1.182441E-83  1.029223E-83  8.978022E-84  7.825071E-84
  6.875263E-84  6.008181E-84  5.266351E-84  4.625970E-84  4.056033E-84  3.564993E-84  3.138713E-84  2.754002E-84
 -0.210000000000002     
  7.858518E-54  2.631916E-55  6.735331E-55  1.070490E-54  2.137148E-54  2.601534E-54  2.786297E-54  2.770062E-54
  2.784190E-54  2.934928E-54  2.345488E-54  1.869930E-54  1.684054E-54  1.383477E-54  1.193919E-54  9.556078E-55
  9.456692E-55  8.953132E-55  8.231153E-55  7.630992E-55  7.808096E-55  7.933361E-55  7.360157E-55  6.987796E-55
  6.739271E-55  6.565212E-55  6.163504E-55  5.201808E-55  4.804296E-55  3.935211E-55  3.500832E-55  2.961184E-55
  2.380718E-55  2.006584E-55  1.547244E-55  1.166891E-55  9.266587E-56  6.782349E-56  4.923158E-56  3.618199E-56
  2.670548E-56  1.822210E-56  1.216619E-56  8.555875E-57  5.332171E-57  3.687079E-57  2.204248E-57  1.439249E-57
  8.821108E-58  5.358812E-58  3.174348E-58  1.838905E-58  1.036334E-58  5.862439E-59  3.226151E-59  1.765538E-59
  9.278933E-60  4.986405E-60  2.449944E-60  1.249966E-60  6.164169E-61  2.925818E-61  1.371077E-61  6.283596E-62
  2.882211E-62  1.289765E-62  5.323162E-63  2.329065E-63  9.233657E-64  3.835629E-64  1.468771E-64  5.694596E-65
  2.212772E-65  7.987923E-66  2.910431E-66  1.023705E-66  3.719210E-67  1.365168E-67  4.990969E-68  1.954819E-68
  7.944831E-69  3.480351E-69  1.584954E-69  7.789456E-70  4.029202E-70  2.202626E-70  1.232968E-70  7.150516E-71
  4.345247E-71  2.668962E-71  1.677104E-71  1.068711E-71  7.048030E-72  4.621916E-72  3.122157E-72  2.132404E-72
  1.476421E-72  1.042198E-72  7.414944E-73  5.148368E-73  3.752752E-73  2.699446E-73  1.997691E-73  1.476893E-73
  1.082480E-73  8.336478E-74  6.202736E-74  4.758307E-74  3.640481E-74  2.845577E-74  2.200195E-74  1.705566E-74
  1.366176E-74  1.082747E-74  8.704994E-75  6.879633E-75  5.609644E-75  4.585373E-75  3.721391E-75  3.044589E-75
  2.548148E-75  2.103777E-75  1.765956E-75  1.487440E-75  1.242511E-75  1.076804E-75  9.020636E-76  7.783990E-76
  6.763187E-76  5.885694E-76  5.129429E-76  4.446912E-76  3.997677E-76  3.503707E-76  3.146597E-76  2.795816E-76
  2.536788E-76  2.315586E-76  2.065839E-76  1.870099E-76  1.722683E-76  1.578350E-76  1.459918E-76  1.314136E-76
  1.216223E-76  1.128943E-76  1.038785E-76  9.470994E-77  8.722140E-77  8.118955E-77  7.461080E-77  6.853786E-77
  6.346101E-77  5.874715E-77  5.439712E-77  4.954161E-77  4.552523E-77  4.173250E-77  3.768529E-77  3.389982E-77
  3.058912E-77  2.750856E-77  2.408028E-77  2.148913E-77  1.861014E-77  1.641146E-77  1.399449E-77  1.221304E-77
  1.045202E-77  8.878511E-78  7.607768E-78  6.331322E-78  5.375720E-78  4.491116E-78  3.753863E-78  3.096662E-78
  2.590836E-78  2.133157E-78  1.768580E-78  1.449258E-78  1.195445E-78  9.874601E-79  8.066326E-79  6.633356E-79
  5.447958E-79  4.490162E-79  3.674816E-79  3.034323E-79  2.498102E-79  2.064939E-79  1.697444E-79  1.413512E-79
  1.168858E-79  9.682851E-80  8.093729E-80  6.694878E-80  5.611424E-80  4.660225E-80  3.907395E-80  3.254282E-80
  2.733882E-80  2.299240E-80  1.931306E-80  1.616829E-80  1.367996E-80  1.161099E-80  9.695763E-81  8.251345E-81
  6.971253E-81  5.936456E-81  5.029545E-81  4.247519E-81  3.624070E-81  3.086507E-81  2.628935E-81  2.223294E-81
  1.908372E-81  1.641032E-81  1.388021E-81  1.191439E-81  1.020241E-81  8.774353E-82  7.455570E-82  6.453460E-82
  5.512424E-82  4.792759E-82  4.104876E-82  3.515966E-82  3.040803E-82  2.624966E-82  2.262156E-82  1.948786E-82
  1.698678E-82  1.464712E-82  1.274652E-82  1.090987E-82  9.573498E-83  8.272730E-83  7.178772E-83  6.272637E-83
  5.415986E-83  4.734121E-83  4.114660E-83  3.589289E-83  3.142647E-83  2.733879E-83  2.384054E-83  2.075223E-83
  1.828991E-83  1.594714E-83  1.397959E-83  1.227792E-83  1.080901E-83  9.470256E-84  8.363757E-84  7.363893E-84
 -0.200000000000002     
  2.968868E-53  1.026242E-54  2.626389E-54  4.155886E-54  8.285713E-54  1.005069E-53  1.069605E-53  1.059448E-53
  1.058496E-53  1.108409E-53  8.803056E-54  6.975630E-54  6.262752E-54  5.130223E-54  4.435973E-54  3.564883E-54
  3.550270E-54  3.388447E-54  3.130463E-54  2.910840E-54  2.977672E-54  3.021128E-54  2.793521E-54  2.636481E-54
  2.529372E-54  2.449626E-54  2.285480E-54  1.912004E-54  1.751376E-54  1.422108E-54  1.254521E-54  1.050468E-54
  8.360352E-55  6.969592E-55  5.321614E-55  3.966968E-55  3.113695E-55  2.252650E-55  1.613667E-55  1.171010E-55
  8.525670E-56  5.734792E-56  3.772633E-56  2.614141E-56  1.604663E-56  1.092532E-56  6.421769E-57  4.125906E-57
  2.484951E-57  1.482730E-57  8.621865E-58  4.900461E-58  2.708154E-58  1.499132E-58  8.083324E-59  4.327573E-59
  2.226347E-59  1.169564E-59  5.612887E-60  2.792084E-60  1.342342E-60  6.212151E-61  2.829612E-61  1.261146E-61
  5.620835E-62  2.442980E-62  9.763648E-63  4.141248E-63  1.591012E-63  6.393504E-64  2.368476E-64  8.873156E-65
  3.349501E-65  1.178608E-65  4.181165E-66  1.450699E-66  5.286620E-67  1.945666E-67  7.305438E-68  2.985218E-68
  1.276849E-68  5.896288E-69  2.845645E-69  1.461022E-69  7.832307E-70  4.443888E-70  2.561216E-70  1.517700E-70
  9.375366E-71  5.852216E-71  3.742247E-71  2.410553E-71  1.593336E-71  1.068653E-71  7.249732E-72  4.977336E-72
  3.489668E-72  2.455498E-72  1.760711E-72  1.235021E-72  9.074857E-73  6.571142E-73  4.824006E-73  3.597683E-73
  2.667896E-73  2.054464E-73  1.527259E-73  1.174461E-73  9.143730E-74  7.137496E-74  5.503337E-74  4.310214E-74
  3.440989E-74  2.743794E-74  2.201997E-74  1.750885E-74  1.434326E-74  1.173979E-74  9.468311E-75  7.766042E-75
  6.565389E-75  5.402411E-75  4.510553E-75  3.813183E-75  3.215948E-75  2.783659E-75  2.326299E-75  2.017281E-75
  1.752449E-75  1.534424E-75  1.337557E-75  1.160728E-75  1.049626E-75  9.155268E-76  8.282867E-76  7.338192E-76
  6.675703E-76  6.064004E-76  5.440147E-76  4.965250E-76  4.566849E-76  4.150010E-76  3.845835E-76  3.477126E-76
  3.245304E-76  2.981182E-76  2.755045E-76  2.538179E-76  2.327097E-76  2.168787E-76  1.992865E-76  1.830604E-76
  1.696707E-76  1.568772E-76  1.444520E-76  1.312108E-76  1.211948E-76  1.110456E-76  9.984375E-77  8.957454E-77
  8.066715E-77  7.275126E-77  6.342648E-77  5.629873E-77  4.895490E-77  4.302066E-77  3.671939E-77  3.201783E-77
  2.712244E-77  2.315242E-77  1.976108E-77  1.640943E-77  1.391097E-77  1.164359E-77  9.741711E-78  7.984323E-78
  6.652503E-78  5.507565E-78  4.557874E-78  3.709425E-78  3.063066E-78  2.530887E-78  2.074505E-78  1.705742E-78
  1.400206E-78  1.150721E-78  9.434221E-79  7.777191E-79  6.414715E-79  5.295973E-79  4.351205E-79  3.622385E-79
  3.008069E-79  2.497326E-79  2.090036E-79  1.730962E-79  1.449737E-79  1.204364E-79  1.012326E-79  8.412006E-80
  7.055450E-80  5.953542E-80  4.999647E-80  4.193868E-80  3.545627E-80  3.003708E-80  2.512853E-80  2.134683E-80
  1.810448E-80  1.533421E-80  1.305384E-80  1.101371E-80  9.396523E-81  7.996799E-81  6.824525E-81  5.786056E-81
  4.953163E-81  4.270411E-81  3.613187E-81  3.110013E-81  2.668012E-81  2.299425E-81  1.947058E-81  1.682849E-81
  1.437938E-81  1.247548E-81  1.069431E-81  9.159111E-82  7.932054E-82  6.886105E-82  5.909349E-82  5.081086E-82
  4.439440E-82  3.825890E-82  3.329171E-82  2.848271E-82  2.499796E-82  2.161789E-82  1.879456E-82  1.638704E-82
  1.418227E-82  1.239264E-82  1.081968E-82  9.419116E-83  8.224826E-83  7.176769E-83  6.259769E-83  5.455480E-83
  4.800927E-83  4.194958E-83  3.673374E-83  3.229935E-83  2.838469E-83  2.496493E-83  2.202110E-83  1.938105E-83
 -0.190000000000002     
  1.102979E-52  3.932818E-54  1.006700E-53  1.585660E-53  3.156845E-53  3.815993E-53  4.034780E-53  3.981777E-53
  3.954352E-53  4.113406E-53  3.246634E-53  2.557686E-53  2.289583E-53  1.871063E-53  1.621980E-53  1.309338E-53
  1.312608E-53  1.262677E-53  1.171798E-53  1.092187E-53  1.116332E-53  1.130469E-53  1.041412E-53  9.768393E-54
  9.319455E-54  8.970808E-54  8.316068E-54  6.895442E-54  6.262959E-54  5.040475E-54  4.408381E-54  3.653460E-54
  2.877950E-54  2.372542E-54  1.793528E-54  1.321197E-54  1.024771E-54  7.326879E-55  5.178646E-55  3.709615E-55
  2.663704E-55  1.765937E-55  1.144382E-55  7.810988E-56  4.721618E-56  3.164285E-56  1.828277E-56  1.155405E-56
  6.836655E-57  4.005270E-57  2.285349E-57  1.273868E-57  6.901783E-58  3.736692E-58  1.973130E-58  1.032932E-58
  5.198963E-59  2.668476E-59  1.250216E-59  6.059698E-60  2.838208E-60  1.279911E-60  5.662299E-61  2.452492E-61
  1.061324E-61  4.477163E-62  1.731580E-62  7.115244E-63  2.647842E-63  1.029029E-63  3.688758E-64  1.337079E-64
  4.913383E-65  1.692739E-65  5.897334E-66  2.037889E-66  7.552428E-67  2.830262E-67  1.105798E-67  4.765158E-68
  2.149954E-68  1.047107E-68  5.301911E-69  2.819195E-69  1.552702E-69  9.117506E-70  5.378484E-70  3.242362E-70
  2.024491E-70  1.287915E-70  8.350812E-71  5.439898E-71  3.603244E-71  2.464330E-71  1.678497E-71  1.147653E-71
  8.191677E-72  5.782060E-72  4.159411E-72  2.943584E-72  2.159118E-72  1.580950E-72  1.166315E-72  8.717630E-73
  6.441114E-73  5.028056E-73  3.775913E-73  2.899995E-73  2.251146E-73  1.762032E-73  1.377553E-73  1.080334E-73
  8.572298E-74  6.865268E-74  5.524948E-74  4.407203E-74  3.609178E-74  2.953074E-74  2.407718E-74  1.987057E-74
  1.657107E-74  1.374277E-74  1.160723E-74  9.797674E-75  8.242400E-75  7.113183E-75  5.971546E-75  5.182055E-75
  4.532735E-75  3.957096E-75  3.447426E-75  3.000661E-75  2.700543E-75  2.363404E-75  2.139152E-75  1.896971E-75
  1.726523E-75  1.580545E-75  1.416677E-75  1.281653E-75  1.184249E-75  1.090445E-75  1.009092E-75  9.128090E-76
  8.458169E-76  7.823423E-76  7.234863E-76  6.621899E-76  6.081255E-76  5.673046E-76  5.212819E-76  4.786579E-76
  4.440159E-76  4.099726E-76  3.797553E-76  3.447114E-76  3.173763E-76  2.902579E-76  2.613446E-76  2.346325E-76
  2.113808E-76  1.894445E-76  1.654623E-76  1.473584E-76  1.270600E-76  1.118185E-76  9.500540E-77  8.256059E-77
  7.046471E-77  5.966480E-77  5.094410E-77  4.226524E-77  3.577915E-77  2.979069E-77  2.481424E-77  2.041838E-77
  1.704126E-77  1.399374E-77  1.157880E-77  9.478826E-78  7.806743E-78  6.444253E-78  5.264473E-78  4.328131E-78
  3.554603E-78  2.930715E-78  2.400520E-78  1.983681E-78  1.631237E-78  1.350079E-78  1.111147E-78  9.255410E-79
  7.662914E-79  6.355464E-79  5.308076E-79  4.400014E-79  3.694872E-79  3.069379E-79  2.580081E-79  2.147372E-79
  1.803535E-79  1.522896E-79  1.275335E-79  1.070419E-79  9.080505E-80  7.689038E-80  6.436906E-80  5.491563E-80
  4.641109E-80  3.946678E-80  3.345569E-80  2.825699E-80  2.414747E-80  2.057599E-80  1.751749E-80  1.483772E-80
  1.275331E-80  1.096017E-80  9.276670E-81  7.983617E-81  6.819776E-81  5.894289E-81  5.009646E-81  4.338437E-81
  3.710346E-81  3.214148E-81  2.761374E-81  2.371226E-81  2.050527E-81  1.779425E-81  1.528627E-81  1.314510E-81
  1.147941E-81  9.902835E-82  8.606403E-82  7.361925E-82  6.456728E-82  5.598634E-82  4.851724E-82  4.232917E-82
  3.672351E-82  3.210640E-82  2.791697E-82  2.440045E-82  2.126795E-82  1.858501E-82  1.621591E-82  1.416421E-82
  1.244208E-82  1.090400E-82  9.549188E-83  8.419353E-83  7.375098E-83  6.521065E-83  5.736724E-83  5.039271E-83
 -0.180000000000002     
  4.031336E-52  1.481883E-53  3.794644E-53  5.948544E-53  1.182477E-52  1.424459E-52  1.496257E-52  1.471190E-52
  1.452263E-52  1.500693E-52  1.177137E-52  9.221748E-53  8.232525E-53  6.715012E-53  5.839275E-53  4.736927E-53
  4.781014E-53  4.634249E-53  4.318220E-53  4.032060E-53  4.115479E-53  4.157833E-53  3.814619E-53  3.555496E-53
  3.372235E-53  3.225664E-53  2.970482E-53  2.440923E-53  2.197912E-53  1.752936E-53  1.519690E-53  1.246273E-53
  9.715502E-54  7.918793E-54  5.925635E-54  4.312607E-54  3.304887E-54  2.334729E-54  1.627928E-54  1.150750E-54
  8.148074E-55  5.322962E-55  3.397177E-55  2.283372E-55  1.358949E-55  8.961516E-56  5.088602E-56  3.161925E-56
  1.837689E-56  1.056683E-56  5.913834E-57  3.231297E-57  1.716011E-57  9.081887E-58  4.693847E-58  2.401592E-58
  1.181945E-58  5.924108E-59  2.708081E-59  1.278132E-59  5.827912E-60  2.559441E-60  1.098878E-60  4.622003E-61
  1.940675E-61  7.940993E-62  2.970514E-62  1.181870E-62  4.259085E-63  1.601092E-63  5.559048E-64  1.954553E-64
  7.015695E-65  2.381608E-65  8.250314E-66  2.874398E-66  1.097481E-66  4.258907E-67  1.747683E-67  7.957340E-68
  3.772404E-68  1.932264E-68  1.013776E-68  5.545507E-69  3.133242E-69  1.889316E-69  1.133572E-69  6.950549E-70
  4.379843E-70  2.835155E-70  1.859827E-70  1.221776E-70  8.205767E-71  5.625498E-71  3.867419E-71  2.655619E-71
  1.906784E-71  1.367177E-71  9.844276E-72  6.977123E-72  5.126902E-72  3.768532E-72  2.812082E-72  2.110946E-72
